id,title,question,context,predict,relabel,answer_start
96,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Khái niệm tư liệu gốc,"Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó,,15
97,Bài 2: Dựa vào đâu để biết và phục dựng lại lịch sử,Tư liệu gốc và tư liệu chép tay khác nhau như thế nào?,"Tư liệu gốc là tư liệu cung cấp những thông tin đầu tiên và trực tiếp về sự kiện hoặc thời kì lịch sử nào đó. Đây là nguồn tư liệu đáng tin cậy nhất khi tìm hiểu lịch sử. Ví dụ: Đại Việt sử kí, Đại Việt sử kí toàn thư, Lịch triều hiến chương loại chí, Quốc sử quán triều Nguyễn,… .
Dựa vào các nguồn tư liệu, mỗi nhà sử học thường chỉ có thể làm sáng tỏ được một phần lịch sử theo quan điểm của mình, vì vậy, chúng ta có thể bắt gặp nhiều cách lí giải khác nhau về cùng một sự việc trong quá khứ. Khi nào chính em tự mình lí giải sự việc đó dựa trên những chứng cứ khoa học có được là em đã sắp trở thành “nhà sử học” rồi đấy.",No Answer,,
98,Bài 3: Thời gian trong lịch sử,Cần phải xác định thời gian trong lịch sử vì,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
99,Bài 3: Thời gian trong lịch sử,Người xưa không dùng dụng cụ nào để đo thời gian?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
100,Bài 3: Thời gian trong lịch sử,Người xưa dùng dụng cụ nào để đo thời gian?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.","đồng hồ cát, đồng hồ nước, đồng hồ mặt trời",,330
101,Bài 3: Thời gian trong lịch sử,Để đo đếm thời gian ta cần biết gì?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",cách tính,,186
102,Bài 3: Thời gian trong lịch sử,"Để xác định thời gian, ta cần làm gì?","Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",cách tính,,186
103,Bài 3: Thời gian trong lịch sử,Tại sao cần sắp xếp lịch sử theo đúng trình tự của nó?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",Muốn hiểu và dựng lại lịch sử,,69
104,Bài 3: Thời gian trong lịch sử,Đồng hồ cát được sử dụng để đo thời gian như thế nào?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
105,Bài 3: Thời gian trong lịch sử,Đồng hồ nước được sử dụng để đo thời gian như thế nào?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
106,Bài 3: Thời gian trong lịch sử,Đồng hồ mặt trời được sử dụng để đo thời gian như thế nào?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
107,Bài 3: Thời gian trong lịch sử,Những cách tính thời gian nào vẫn được sử dụng trong thời đại hiện đại?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
108,Bài 3: Thời gian trong lịch sử,Đồng hồ mặt trời có những ưu điểm gì so với các công cụ đo thời gian khác?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
109,Bài 3: Thời gian trong lịch sử,Tại sao một số công cụ đo thời gian của người xưa không còn được sử dụng trong thời đại hiện đại?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
110,Bài 3: Thời gian trong lịch sử,Có bao nhiêu loại đồng hồ cát được sử dụng trong lịch sử?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
111,Bài 3: Thời gian trong lịch sử,Đồng hồ cát là gì?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",đo thời gian,,301
112,Bài 3: Thời gian trong lịch sử,Ai đã phát minh ra đồng hồ cát?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
113,Bài 3: Thời gian trong lịch sử,Lịch sử là gì?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",những gì đã xảy ra trong quá khứ theo trình tự thời gian,,11
114,Bài 3: Thời gian trong lịch sử,Những gì cần để hiểu lịch sử?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",sắp xếp tất cả theo đúng trình tự của nó,,103
115,Bài 3: Thời gian trong lịch sử,Đồng hồ nước được sử dụng như thế nào để đo thời gian?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
116,Bài 3: Thời gian trong lịch sử,Đồng hồ mặt trời là gì?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
117,Bài 3: Thời gian trong lịch sử,"Ngoài đồng hồ cát, nước, và mặt trời, còn có những cách tính thời gian nào khác?","Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
118,Bài 3: Thời gian trong lịch sử,Liệu rằng việc đo thời gian của người xưa đã đủ chính xác để xác định lịch sử?,"Lịch sử là những gì đã xảy ra trong quá khứ theo trình tự thời gian. Muốn hiểu và dựng lại lịch sử cần sắp xếp tất cả theo đúng trình tự của nó. 
Để xác định được thời gian, ta cần biết cách tính. Từ xa xưa, các dân tộc trên thế giới đã sáng tạo ra nhiều cách tính thời gian khác nhau. Một số dụng cụ đo thời gian của người xưa : đồng hồ cát, đồng hồ nước, đồng hồ mặt trời.",No Answer,,
119,Bài 3: Thời gian trong lịch sử,"Theo em, âm lịch là loại lịch dựa theo chu kì chuyển động của","Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",Mặt Trăng quanh Trái Đất,,269
120,Bài 3: Thời gian trong lịch sử,Dương lịch là loại lịch dựa theo chu kì chuyển động của,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",Trái Đất quanh Mặt Trời,,355
121,Bài 3: Thời gian trong lịch sử,"Theo Công lịch, 1000 năm được gọi là một","Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",Một thiên niên kỉ,,797
122,Bài 3: Thời gian trong lịch sử,"Theo Công lịch, 100 năm được gọi là một","Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",thế kỉ,,779
123,Bài 3: Thời gian trong lịch sử,"Tương truyền, năm đầu tiên của Công nguyên là năm","Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",năm ra đời của Chúa Giê-su,,499
124,Bài 3: Thời gian trong lịch sử,Năm nào được coi là năm đầu tiên của Công nguyên?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",năm ra đời của Chúa Giê-su,,499
125,Bài 3: Thời gian trong lịch sử,Năm 2021 thuộc thế kỉ thứ bao nhiêu?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",No Answer,,
126,Bài 3: Thời gian trong lịch sử,Năm 2000 TCN cách năm hiện tại (năm 2021) bao nhiêu năm?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",No Answer,,
127,Bài 3: Thời gian trong lịch sử,Một thế kỉ có bao nhiêu năm?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",100 năm,,788
128,Bài 3: Thời gian trong lịch sử,Một thập kỉ bao nhiêu năm?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",10 năm,,767
129,Bài 3: Thời gian trong lịch sử,Một thập kỉ có bao nhiêu năm?,"Từ xa xưa, con người đã nghĩ ra cách làm lịch. Người Ai Cập, Lưỡng Hà hay Trung Quốc cổ đại và một số dân tộc khác thì tính theo âm lịch, còn người La Mã và nhiều tộc người ở châu Âu ,… thì tính theo Dương lịch. Âm lịch là hệ lịch được tính theo chu kì chuyển động của Mặt Trăng quanh Trái Đất. Dương lịch là hệ lịch được tính theo chu kì chuyển động của Trái Đất quanh Mặt Trời. 
Về sau, dương lịch đã được hoàn chỉnh và thống nhất để các dân tộc đều có thể sử dụng, đó là Công lịch. Công lịch lấy năm ra đời của Chúa Giê-su - tương truyền là người sáng lập ra đạo Thiên Chúa, là năm đầu tiên của Công nguyên. Ngay trước năm đó là năm 1 trước Công nguyên (TCN). Đồng thời còn có cách phân chia thời gian thành thập kỉ , thế kỉ , thiên niên kỉ như sau: Một thập kỉ = 10 năm, Một thế kỉ = 100 năm, Một thiên niên kỉ = 1000 năm, tính từ năm đầu tiên của các khoảng thời gian đó. 
Hiện nay, ở Việt Nam, Công lịch được dùng chính thức trong các cơ quan và văn bản nhà nước, tuy nhiên, âm lịch vẫn được phổ biến rộng rãi trong nhân dân. Vì vậy, trên tờ lịch đều in ngày, tháng, năm của cả hai loại lịch này.",10 năm,,767
